iter	Logloss
182	0.5001588214
183	0.499677486
184	0.499385719
185	0.4989167455
186	0.4986649133
187	0.4982273704
188	0.4976727622
189	0.497327752
190	0.4968566895
191	0.4966344523
192	0.4962466534
193	0.4959366686
194	0.4955591857
195	0.4953013351
196	0.4947807628
197	0.4944571493
198	0.4939822816
199	0.4937528644
200	0.4927740408
201	0.4924622347
202	0.4919841594
203	0.4914900844
204	0.4912477747
205	0.4908394108
206	0.4904842998
207	0.4901571537
208	0.4894148126
209	0.4890610114
210	0.488564618
211	0.4880949035
212	0.4877427945
213	0.4874218675
214	0.4871657379
215	0.4867600486
216	0.4863714634
217	0.4861030244
218	0.4856633973
219	0.4852943397
220	0.4848204089
221	0.4845109739
222	0.4838652264
223	0.4833950626
224	0.4831297523
225	0.4829146521
226	0.4827546715
227	0.4823901528
228	0.4820762194
229	0.481792438
230	0.4814762962
231	0.4811669782
232	0.4808262775
233	0.480575191
234	0.4801840101
235	0.4798034558
236	0.4791642741
237	0.4788037542
238	0.4783597267
239	0.4780749868
240	0.477671193
241	0.4774330087
242	0.4767259655
243	0.4762124944
244	0.4758872197
245	0.4754564577
246	0.4751084048
247	0.4748032242
248	0.474642168
249	0.4741366537
250	0.4739310831
251	0.4735073195
252	0.4731291625
253	0.4727482521
254	0.4722269316
255	0.4720152566
256	0.4717326391
257	0.4713934561
258	0.4709376835
259	0.4707551588
260	0.4703627947
261	0.4700215132
262	0.4696275668
263	0.4692649674
264	0.469034128
265	0.4686510545
266	0.4683995139
267	0.4679585937
268	0.4675418141
269	0.4671896837
270	0.4668886285
271	0.4665216623
272	0.4662949866
273	0.4661133917
274	0.4655425949
275	0.4651557593
276	0.4646629678
277	0.4643989195
278	0.4641621692
279	0.4640313701
280	0.4635337481
281	0.4632064227
282	0.4629935238
283	0.4627214183
284	0.462302337
285	0.4620913073
286	0.4617317649
287	0.4614137492
288	0.4611534009
289	0.4606959479
290	0.4604225254
291	0.4602496546
292	0.4600030115
293	0.4596396257
294	0.4593689448
295	0.4590767954
296	0.458719765
297	0.4583624096
298	0.4579688529
299	0.4578321858
300	0.457421929
301	0.4569871181
302	0.4566326691
303	0.4564854041
304	0.4562596964
305	0.4559002305
306	0.4556308474
307	0.4553887408
308	0.4550388379
309	0.454877122
310	0.4546090344
311	0.4542264221
312	0.4536826342
313	0.4534044242
314	0.4528959987
315	0.452515865
316	0.4522250207
317	0.4518747521
318	0.4516285201
319	0.4512674217
320	0.4509901391
321	0.4506840694
322	0.4503679634
323	0.4500896005
324	0.4498678771
325	0.449451425
326	0.4491410506
327	0.4487488252
328	0.448417654
329	0.4481511487
330	0.4478835773
331	0.4475719003
332	0.4473377003
333	0.4471103243
334	0.4468954321
335	0.4466260537
336	0.4462451194
337	0.4460019372
338	0.4458364783
339	0.4456489415
340	0.4453054634
341	0.4451049695
342	0.4448551689
343	0.4446858547
344	0.4444742848
345	0.4442493133
346	0.4439788402
347	0.4437168451
348	0.4433749015
349	0.4431530372
350	0.4428891371
351	0.4427481917
352	0.4424808187
353	0.4421157072
354	0.4418453728
355	0.4415205858
356	0.4413286223
357	0.4411226526
358	0.4408620127
359	0.4406739596
360	0.4402607127
361	0.44000715
362	0.4396469503
363	0.4393802801
364	0.439045636
365	0.4387755645
366	0.4385339503
367	0.4384091958
368	0.4381167548
369	0.4378924477
370	0.4376756673
371	0.4374413861
372	0.437174374
373	0.4369848414
374	0.4366382967
375	0.4361419032
376	0.4359073591
377	0.4356889892
378	0.4353266455
379	0.4351108188
380	0.4348394016
381	0.434736945
382	0.4346104911
383	0.4343434145
384	0.4341013294
385	0.4338711856
386	0.4335927844
387	0.4333721797
388	0.4331113318
389	0.4330066738
390	0.4328100663
391	0.4325163896
392	0.4322865876
393	0.432089753
394	0.4318904853
395	0.4315905559
396	0.4312764361
397	0.4310641803
398	0.4307302891
399	0.4304823577
400	0.4303253384
401	0.4299803186
402	0.4296896249
403	0.4294318412
404	0.4290645212
405	0.4288721802
406	0.4286346292
407	0.4285025871
408	0.4283128179
409	0.4279396229
410	0.42774161
411	0.4274797798
412	0.4273013638
413	0.4270352887
414	0.4267872927
415	0.4265948083
416	0.4263947231
417	0.425969413
418	0.4257662398
419	0.4253798415
420	0.4252700734
421	0.4250468371
422	0.4249367128
423	0.4247542838
424	0.4246587705
425	0.4242784601
426	0.4241331096
427	0.4238694007
428	0.4236916635
429	0.4235185943
430	0.4233375827
431	0.4230913578
432	0.4229480629
433	0.4226731417
434	0.4224358465
435	0.4222598781
436	0.4218833488
437	0.4216649096
438	0.4213593108
439	0.4211661929
440	0.4210342775
441	0.4208494703
442	0.4204108446
443	0.4202300098
444	0.4198733715
445	0.4196913894
446	0.419494354
447	0.4193085262
448	0.4190639983
449	0.4187879515
450	0.4185403236
451	0.4184412777
452	0.4182334436
453	0.4179874769
454	0.4177901787
455	0.4175520923
456	0.4173532309
457	0.4171346459
458	0.4169014665
459	0.4167202134
460	0.416508438
461	0.4163353401
462	0.4160362378
463	0.4158848091
464	0.4156845423
465	0.4154962525
466	0.4152738982
467	0.4151083198
468	0.4149019151
469	0.4147108862
470	0.4145355511
471	0.4143108449
472	0.4141189508
473	0.4138939912
474	0.4135848621
475	0.4132651064
476	0.4129794797
477	0.4127097285
478	0.4124542872
479	0.4121895195
480	0.4120228129
481	0.411841481
482	0.4116669681
483	0.4113565364
484	0.4111417421
485	0.4109269838
486	0.4107899702
487	0.4105293637
488	0.4102054084
489	0.410003306
490	0.4098165675
491	0.4095995074
492	0.4093470155
493	0.4091773882
494	0.4089736891
495	0.4088300738
496	0.4086339061
497	0.408479626
498	0.4083501319
499	0.4082097218
500	0.408038995
501	0.4078922917
502	0.4076902801
503	0.4074694818
504	0.4072899711
505	0.4071025418
506	0.4069391886
507	0.4068132056
508	0.4066889101
509	0.4064931774
510	0.4062902049
511	0.4061263235
512	0.406010023
513	0.4057041684
514	0.4056387689
515	0.4053803351
516	0.4052239492
517	0.4050303223
518	0.4048277011
519	0.4046114561
520	0.4044173176
521	0.4042161951
522	0.4038847419
523	0.4037135609
524	0.4035223098
525	0.4034168033
526	0.4031528745
527	0.4029633132
528	0.4028061123
529	0.402685469
530	0.4024773289
531	0.402263192
532	0.4020698829
533	0.401749446
534	0.4015979384
535	0.401363184
536	0.4011784938
537	0.4010291351
538	0.4009357419
539	0.4007827118
540	0.4005659242
541	0.4003675169
542	0.4001386375
543	0.3999599084
544	0.3997688437
545	0.3995870815
546	0.3994472475
547	0.3992870589
548	0.3990590375
549	0.398969483
550	0.3988016219
551	0.3985843754
552	0.3983288911
553	0.3980172499
554	0.3978678481
555	0.3975935102
556	0.3974343995
557	0.3972588183
558	0.3970131862
559	0.3968184932
560	0.3966215798
561	0.39637073
562	0.3961432488
563	0.3960172515
564	0.3957946701
565	0.3956334131
566	0.3954703682
567	0.3953040465
568	0.3950514208
569	0.3948787245
570	0.3946818063
571	0.3945141341
572	0.3943508359
573	0.3941717674
574	0.3940360946
575	0.3938737262
576	0.3936850565
577	0.3935661603
578	0.3934641721
579	0.3931848674
580	0.3930290289
581	0.3928902442
582	0.3927618973
583	0.3926088242
584	0.3924385946
585	0.3922689672
586	0.3920520959
587	0.3918460091
588	0.3916619882
589	0.391447966
590	0.391256275
591	0.3910797186
592	0.3909687936
593	0.3907704509
594	0.390627622
595	0.390506001
596	0.3902626826
597	0.3900553314
598	0.3899365404
599	0.3897357525
600	0.3896270527
601	0.3895186398
602	0.3893162123
603	0.389112255
604	0.3890060052
605	0.3888470212
606	0.3885898279
607	0.388419811
608	0.3882032648
609	0.3880107134
610	0.3878149353
611	0.3876618455
612	0.3875123218
613	0.3873597506
614	0.3872200266
615	0.3870482552
616	0.3868775308
617	0.3867297902
618	0.3866240566
619	0.3864660598
620	0.3862974363
621	0.386114393
622	0.3858698651
623	0.3857248517
624	0.3855974011
625	0.3854070439
626	0.3853096568
627	0.385097659
628	0.3848595942
629	0.3846636583
630	0.3845710205
631	0.3844275749
632	0.3842247076
633	0.3841147961
634	0.3839576884
635	0.3837795879
636	0.3836300068
637	0.3834587566
638	0.3833322716
639	0.3831339432
640	0.3829938559
641	0.3827019168
642	0.3825226738
643	0.3823932514
644	0.382211592
645	0.3820361063
646	0.3818873427
647	0.3817471574
648	0.381597636
649	0.3814236204
650	0.3812449223
651	0.381084576
652	0.380942708
653	0.3808150112
654	0.3807063664
655	0.3804983985
656	0.380321768
657	0.3802016672
658	0.3799010925
659	0.3796735706
660	0.3794958
661	0.3793233881
662	0.3791249282
663	0.3789179164
664	0.3787480237
665	0.3785956103
666	0.37840037
667	0.3781760558
668	0.3779921783
669	0.3778003822
670	0.3776795763
671	0.3774961744
672	0.3773528221
673	0.3772028801
674	0.3770457175
675	0.3769044685
676	0.3766842151
677	0.3765831759
678	0.3764166222
679	0.3762742905
680	0.3761916818
681	0.3760383553
682	0.3758713835
683	0.3757562255
684	0.37558536
685	0.3754552612
686	0.3752464328
687	0.3750941604
688	0.374949723
689	0.3748431887
690	0.3746440309
691	0.37447497
692	0.374265709
693	0.3741073704
694	0.37400331
695	0.3738844472
696	0.3737956456
697	0.3735996715
698	0.3734610421
699	0.3733267677
700	0.3731477183
701	0.3730437726
702	0.3729049329
703	0.372786639
704	0.3726358366
705	0.3723793771
706	0.3722253312
707	0.3720962816
708	0.3719352947
709	0.3717267005
710	0.3715643775
711	0.3713903499
712	0.3712779908
713	0.3711678498
714	0.3710152882
715	0.3707844799
716	0.3705824587
717	0.3703267592
718	0.3702274576
719	0.3700123742
720	0.3698785586
721	0.3696548156
722	0.3694339958
723	0.3692617799
724	0.369109572
725	0.3689366964
726	0.368763393
727	0.3686151791
728	0.3684836318
729	0.3682757906
730	0.3681442648
731	0.3679669483
732	0.3678089945
733	0.3676964585
734	0.3675154182
735	0.3673962997
736	0.3672000961
737	0.367059612
738	0.366903317
739	0.3668006022
740	0.3665680204
741	0.3663889495
742	0.366273445
743	0.3660825261
744	0.365944033
745	0.3657426117
746	0.3656648239
747	0.3655267061
748	0.3653327971
749	0.3652070316
750	0.3650550197
751	0.364926331
752	0.3647413158
753	0.3645164925
754	0.3643749519
755	0.364239088
756	0.3641146347
757	0.3639487886
758	0.3638976797
759	0.3637657859
760	0.363667132
761	0.3635114871
762	0.3633923064
763	0.3631543731
764	0.3630293915
765	0.3628198963
766	0.3626838675
767	0.3625126339
768	0.3623923777
769	0.3623340004
770	0.362172208
771	0.3620177965
772	0.3618889237
773	0.3616901125
774	0.3615303828
775	0.361418877
776	0.3612981835
777	0.361177705
778	0.3610147223
779	0.360853231
780	0.3607113415
781	0.3605877152
782	0.3604480055
783	0.3603279214
784	0.3601754961
785	0.360089804
786	0.3599388701
787	0.3597759256
788	0.3596437354
789	0.3594747964
790	0.3593383421
791	0.359179492
792	0.3590309745
793	0.3588236543
794	0.3586548038
795	0.3584867516
796	0.358350608
797	0.3582409737
798	0.3581241402
799	0.3580026627
800	0.3578471157
801	0.3577372687
802	0.3575728734
803	0.3574314882
804	0.3573220236
805	0.3572237976
806	0.3570313131
807	0.3569521079
808	0.3567983202
809	0.3566534453
810	0.3565178945
811	0.3562878965
812	0.3561566288
813	0.3560176171
814	0.3558713416
815	0.3557513985
816	0.3555824882
817	0.355460253
818	0.3553839877
819	0.3552218177
820	0.3551104601
821	0.3549641798
822	0.3548551813
823	0.3547435775
824	0.3546184119
825	0.3544684389
826	0.3542996696
827	0.3541731536
828	0.3540260057
829	0.3538544949
830	0.3536942585
831	0.3535084019
832	0.3533483496
833	0.3532069452
834	0.3530752139
835	0.3529098554
836	0.3528000394
837	0.3525986851
838	0.3524721141
839	0.3523464083
840	0.3522153677
841	0.3520941961
842	0.3519588317
843	0.3518217106
844	0.3516497982
845	0.3514602656
846	0.3513793635
847	0.3512020135
848	0.3510436414
849	0.350857902
850	0.3507575463
851	0.350590627
852	0.3504389665
853	0.3502892014
854	0.3501155394
855	0.3500058502
856	0.3499125096
857	0.349863571
858	0.3496944886
859	0.3495764697
860	0.3494023129
861	0.3492757181
862	0.3491761798
863	0.3490459734
864	0.3489370131
865	0.3488511657
866	0.3486937425
867	0.3485336591
868	0.3484356409
869	0.3483320203
870	0.3481784859
871	0.3480952939
872	0.3479508589
873	0.3477916526
874	0.347628787
875	0.3475453872
876	0.3474516809
877	0.3473169666
878	0.3471306775
879	0.34696981
880	0.3468294861
881	0.3467194765
882	0.3465648116
883	0.3464601751
884	0.3463173677
885	0.3461543372
886	0.3460393299
887	0.3458993381
888	0.3457275094
889	0.3455965429
890	0.3454910269
891	0.3453907262
892	0.3452967307
893	0.3451801482
894	0.3450348885
895	0.3449109037
896	0.3447922872
897	0.3446610195
898	0.3445815825
899	0.3444765253
900	0.3444126387
901	0.3442684355
902	0.344055563
903	0.343927295
904	0.3438011781
905	0.3437101321
906	0.3436242919
907	0.343545897
908	0.3433742786
909	0.3431983054
910	0.3430984373
911	0.342958565
912	0.3428352686
913	0.3426620632
914	0.3425623265
915	0.3424497619
916	0.3422871783
917	0.3421913998
918	0.3420951098
919	0.341995679
920	0.3418711038
921	0.3416918657
922	0.341552775
923	0.3414606176
924	0.3413198658
925	0.3412148349
926	0.3411096606
927	0.3409776186
928	0.3408240101
929	0.3406358638
930	0.3404870953
931	0.3403654529
932	0.3402439586
933	0.3401329308
934	0.3400171012
935	0.3399288684
936	0.3398467712
937	0.3397498047
938	0.3396197393
939	0.3394357806
940	0.339331015
941	0.3391695357
942	0.3390689553
943	0.3389922264
944	0.338912015
945	0.3387962284
946	0.3386770669
947	0.3385835136
948	0.3384552026
949	0.3383612836
950	0.3382175058
951	0.3381060909
952	0.3379702126
953	0.3378819678
954	0.3377362397
955	0.3375586699
956	0.3374389873
957	0.3373383735
958	0.3371549358
959	0.3370759003
960	0.3368868386
961	0.3367237483
962	0.3366320354
963	0.3365126636
964	0.3363798185
965	0.3362867671
966	0.3362355866
967	0.3361084539
968	0.3359967378
969	0.3358760705
970	0.3357839465
971	0.3357149449
972	0.3356295875
973	0.3355276734
974	0.3354327864
975	0.3353275428
976	0.335180916
977	0.335048795
978	0.3348702978
979	0.3347771245
980	0.3346540934
981	0.3345342985
982	0.3344347077
983	0.3342950003
984	0.3341131593
985	0.3339593428
986	0.3338516685
987	0.3337296101
988	0.3336046381
989	0.3334726606
990	0.3333832973
991	0.3332234815
992	0.3331183192
993	0.3329882275
994	0.3329055973
995	0.332761688
996	0.3326645447
997	0.3325656638
998	0.3324648468
999	0.3323253211
